tweet,language,sentiment,,
"b'Baked chicken with potato, onion, bell pepper, tomato, cheese for brunch @ #ConcepcionTarlac\n\n#exofwnowkusinero \n#backtopinasforgood \n#ConcepcionTarlacLiving\n#lifeisabeautifulchallenge @\xe2\x80\xa6 https://t.co/w3cmX228wG'",en,0,,
b'NAHANAP KO NA PASSBOOK KOOOOOO WAHAHAHAHAHA',tl,1,,
b'BAKIT BA KASI ANG SWEET HUHUHUHUHU ANOOOO BAAAAAAA GGRRRR RAWR',en,-1,,
b'@daisymagalonaa hahaha',tl,1,,
b'Nakoooo ang hirap ayoko na',tl,-1,,
b'ustomoyon? chika all over sma! nakakalito hahahaha \xf0\x9f\x98\x85',tlen,1,,
b'@roxelleandrea_ Klaro mn gaga \xf0\x9f\x98\x82',tl,0,,
b'@Ronpngnbnn napaka angas',tl,1,,
b'Di na gyud mausab akong Body Clock? Syure najod? Lisod kay ning Tig 11pm - 12am ka makatulog ba huhu \xf0\x9f\x92\x94 Mura najod kog Panda \xf0\x9f\x90\xbc Ani\xf0\x9f\x98\xad.',others,0,,
b'Di na ko natutuwa sa pimples ko men \xf0\x9f\x98\xa4',tlen,-1,,
b'@tonikrub Hello \xf0\x9f\x98\x82',en,0,,
"b'Pero gusto ko 2 weeks lang akong may kulay, wanna experience lang, ganon'",tlen,0,,
b'ilang araw kaming walang guardian sa bahay so ilang araw den ako nasa galaan \xf0\x9f\xa4\x94\xf0\x9f\x98\x82',tlen,1,,
b'praningon man si nanliligaw sako',others,0,,
"b'@justinaallaina Sinabi mo pa, Pag sila pwede magsalita pag ako hindi hahaha'",tl,1,,
b'ang aga ko nanaman for my 1pm class \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',tlen,0,,
b'@JhonLister7 hahaha suya',others,1,,
b'@MoralejaB @lil_Jords taraa sabay ta ninyooo',others,0,,
b'Ambot if ako lang ba ang pangitan sa packaging sa bread pan. Labi nag abrihan na.',others,0,,
"b""My friend, you are a trash. You've been blinded by your insecurities, and I just hope you get what you deserve someday - - &gt; Humiliation.""",en,-1,,
b'Makapangayo ni sa ya daw may pinatago.',others,0,,
b'i got the horses in the back \xf0\x9f\x90\x8e',en,0,,
b'Gi hatag na nko akong 500 na kwarta pa nakos december',others,0,,
b'taena',tl,-1,,
"b'""Coauthored"" kind of relationship hahaha Sana all'",tlen,1,,
"b'ge unfollow , di kayo kawalan!!!'",tl,-1,,
"b'Show, seem, seed #MaineEBLentenBUKAS'",en,0,,
b'https://t.co/xHHiBVn9Pn',others,0,,
b'Ang inittt',tl,-1,,
"b'Sa mga nasa Byahe,Trabaho o nasa Labas ng Bahay at hindi makapanood sa kani-kanilang mga Bahay may Pa LIVE TELECAST po c Ms.Shar \xf0\x9f\x91\x87 #ALDENonEBxBULAWAN'",tlen,0,,
"b'With you, life\xe2\x80\x99s a beach \xe2\x9c\xa8\n@Lalalamby \xf0\x9f\xa7\xa1 @ Patar White Beach, Bolinao, Pangasinan https://t.co/BxiFSM0yTh'",en,0,,
b'@Jrnytoledo HAHAHAHHAHA',en,1,,
b'@leyaners Me too. Kung kelan din ako nagrerenew ng passport. ALL THE TIME. \xf0\x9f\x98\x82',tlen,-1,,
b'TMC ANO NA SAHOD NA SAHOD NAKO :(',tl,-1,,
b'@jzlyncnts attitude naman yan sis hahah',tlen,1,,
b'Naa gyuy driver nga maka stress',others,0,,
b'Kakwekkwek tara na!!',tl,0,,
b'@trishaolartee aba matapang',tl,0,,
b'@karelinepscl Hahahahahahaha naka baba na ang uban unya katong ship ra kung asa si yara kay mao ray naay tao hahahaha',others,1,,
b'Yawa putahhh animalllll',others,0,,
b'Cuddle wuddle. \xf0\x9f\xa4\x97\xf0\x9f\x98\x8a',en,0,,
b'Really wanna scuba dive again',en,0,,
b'@casanovachix sus pumayat na nga ako \xf0\x9f\x98\x82\xf0\x9f\x98\xa1',tl,1,,
b'Cge nalang kog yog ani. Feel nako mu taas na gyud ko anio ani',others,0,,
b'Aegon Targaryen learning the truth.',en,0,,
b'no mouth allowed in here',en,0,,
b'Chat niyo ko. Di naman ako snobber. \xf0\x9f\xa4\xad',tlen,0,,
"b'new lipppiiieeee (@ Watsons Pharmacy in City of Iriga, Bicol) https://t.co/K7NGGhPSEV'",en,0,,
b'cutie babie :((',others,0,,
b'@ajsenogat https://t.co/gqRAHU4TGC',others,0,,
b'@rookagonz Hahaha nakadroga ampota \xf0\x9f\x98\x82\xf0\x9f\x98\x82',tl,1,,
"b'hi sa mga mahal kong kaibigan, check niyo dms niyo may sweet message ako \xe2\x9d\xa4\xef\xb8\x8f'",tlen,1,,
b'@JameikaQ Buntis ka?',tl,0,,
"b'@iene2x @trxangeles @HRhorribles @kkeen_neetthh when the Absentee Voting Act was passed, is 2003. wala pa pong Smartmatic.'",tlen,0,,
"b'your wound is not your fault, but your healing is your responsibility \xf0\x9f\x92\xaf'",en,0,,
b'HAHAHAHAHA POTEK ANG LAMEG',tl,1,,
b'@MULTIFL0W3R thank you \xf0\x9f\x99\x82',en,1,,
b'This what true sportsmanship is after a game \xf0\x9f\x92\xaaWWE fan https://t.co/otzHXKCrU7',en,0,,
b'Kairita!!!',tl,-1,,
b'Gi utang nya akong kwarta para lang mo anhi akong second aps e palit og shot',others,0,,
b'Same old same old',en,0,,
"b'@Porrcy @Blackhandsomee @cayetanogab Awit de sumbong sa tropa di mo ba kaya sarili mo? Kahit mag sama sama pa kayo ulol di mo matatakpan yang kahagugan mo, kalalaki mong tao mananakit ka ng babae? Asan hiya mo? Nang gago kana nga tas ngayon mang babanta ka pa? eh kung bibalik mo nalang gamit at pera ng kapatid ko?'",tl,-1,,
b'@OMGitsJAIMMY Ganda ng view \xf0\x9f\x98\x8a',tlen,1,,
b'can\xe2\x80\x99t wait for you two to get married \xf0\x9f\xa5\xb0',en,1,,
b'@ycaibueno Kesa pataba dapat. Hahahahaha \xf0\x9f\x98\x82\xf0\x9f\xa5\xb0\xf0\x9f\x92\x95',tl,1,,
"b""you'll never understand until it happens to you""",en,0,,
b'@jpsantiago04 Nakakaurat sila tangina \xf0\x9f\x98\x92\xf0\x9f\x98\x92\xf0\x9f\x98\x92',tl,-1,,
b'Unsay uyab mo oy? Uyab rmos inom? Eewww gurlll get a man. Kalooy \xf0\x9f\x98\x82',others,0,,
b'Malalim ang iniisip para bang nasa ulap',tl,0,,
b'\xf0\x9f\x92\x96\xf0\x9f\x92\x96\xf0\x9f\x92\x96',emoji,,,
b'@IvanHeusen chumachaka sa story?',tlen,,,
b'Yung serendipity talaga ee. \xf0\x9f\x92\x95 Ang ganda talaga neto! \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d',tlen,,,
b'parang mas excited pa ako sa mga kapatid kong gagraduate na bukas! bat kaya?',tlen,,,
b'@ktrnfjrdm @anglsnota taena powerful ung hikaw hahaha',tlen,,,
b'@kangaroo_ph0809 @nuest_madhatter hm will be the hf for this item?',en,,,
b'Incomplete \xf0\x9f\x92\x95 https://t.co/o2uqVuYkdp',en,,,
b'@steverocirs well gad damn. https://t.co/fNXIYZBSRj',en,,,
b'okay alaws na prob enroll na \xe2\x9d\xa4\xef\xb8\x8f',tlen,,,
b'@jlslrnz Hmmmmm',others,,,
b'sarap mag swimming argh !!!!',tlen,,,
b'Sige lang tag pangstalk aning doc BWAHAHAHAHAHA',others,,,
b'sos kaluoy \xf0\x9f\x98\xa3',others,,,
b'@_mrieeeeedums aysus crush mo nanaman ako niyan eh HAHAHAHAHA',tlen,,,
b'\xf0\x9f\x8f\x8b\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xf0\x9f\x97\xbd\xf0\x9f\x8e\xaf',emoji,,,
b'wa koy lain mapasangil ang cheque lang jud na gibayad',others,,,
"b'Nh\xe1\xbb\xafng ng\xc3\xa0y cu\xe1\xbb\x91i n\xc4\x83m 79 thuy\xe1\xbb\x81n c\xe1\xbb\xa7a t\xc3\xb4i c\xe1\xba\xb7p c\xe1\xba\xa3ng sau h\xc6\xa1n 10 th\xc3\xa1ng l\xc3\xaanh \xc4\x91\xc3\xaanh tr\xc3\xaan bi\xe1\xbb\x83n, h\xc3\xacnh \xe1\xba\xa3nh ch\xe1\xbb\xa5p t\xc3\xb4i l\xc3\xbac \xe1\xbb\x9f l\xe1\xba\xa1i tr\xe1\xba\xa1i t\xe1\xbb\x8b n\xe1\xba\xa1n M\xc3\xa3 Lai, l\xc3\xbac \xe1\xba\xa5y t\xc3\xb4i v\xe1\xbb\xaba b\xc6\xb0\xe1\xbb\x9bc qua tu\xe1\xbb\x95i tu\xe1\xbb\x95i 32. \n#tinan https://t.co/iOqO8cjHTu'",,,,
b'La na akong ganang mag tryouts.',,,,
"b'..nang pinatawa mo ako, sa mga vlogs mo \xf0\x9f\x92\x95\xf0\x9f\x98\x82 https://t.co/cvdoYY7Qsd'",,,,
b'Hooooy naunsaaaa mni \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\xa4\xa4\xf0\x9f\xa4\xa4',,,,
b'l',,,,
b'Hays saan aabot ang 100 mo haha',,,,
b'@BrixLouisValdez @jdyaustria Sama',,,,
b'@yangbaechu01 Jauh di mata dekat di hati',,,,
b'grrRr',,,,
b'losing sleep over dog videos \xf0\x9f\x90\xb6',,,,
b'@frankyyyxoxo Matagal na hahaha\xe2\x9d\xa4\xef\xb8\x8f',,,,
"b'After b99, what\xe2\x80\x99s next?'",,,,
b'@keithflxc USTO MO? HAHAHAHA',,,,
b'Bat sila manipis legs \xf0\x9f\x98\xa5',,,,
b'@rnnxcnt @yvesvanf POTA! ano ba klaseng test daw yon? bka mamaya eme eme lang hahahaha',,,,
"b'@apothecarian_ Hahahahah. Pasalubong bi, ang taho sa Xavier. \xf0\x9f\x98\x82'",,,,
b'LESGOOOO \xf0\x9f\x92\x93\xe2\x98\xb9\xef\xb8\x8f',,,,
b'Advantage jud basta d ka mo kaon og buntag ky daghan og ulam pag udto\xf0\x9f\x98\x82\xf0\x9f\x98\x82',,,,
b'\xe2\x80\x9cGive a man a fish and you feed him for a day. Teach a man to fish and you feed him for a lifetime.\xe2\x80\x9c\nAnne Ritchie\n\nMakoy\n#ALDENonEBxBULAWAN',,,,
b'Palaging ikaw yung mali anong bago??',,,,
b'Bored man gud ko\xf0\x9f\x98\x86',,,,
b'Paradise \xf0\x9f\x94\xa5 https://t.co/07WmMKexQR',,,,
b'Ang sabot 3 seconds chug ra nangabot naman hinuon mog 13 seconds ! HAHAH HALA INYUHA NANANG TANDUAY ISA KA BOTTLE',,,,
b'Di ako matiis bleeee',,,,
"b'just watched \xe2\x80\x98the perfect date\xe2\x80\x99 geez my baby did great, lessons to be learned also !!'",,,,
b'Halaaaa naibog kay ko \xf0\x9f\x98\x82',,,,
b'@marieeeduuums aysus crush mo nanaman ako niyan eh HAHAHAHAHA \xf0\x9f\x98\x85',,,,
"b""@elaqmfp Fahray.... Fahray sa'yo ang laban na to""",,,,
b'Sige lang next pasad ko bayaran ni mama',,,,
b'HAHAHA TORMUND WILL SERVE US SOME HUMOR.',,,,
b'@wicoowets Biliba this guy oyy',,,,
b'The list of #kwentongKEIFER goes on and on. It only means that @keifer_lee07 has an impact in our lives and has touched our hearts.',,,,
b'Haba ng pila\xf0\x9f\x98\xa9',,,,
b'@_nyhoio https://t.co/Cb7jQd93p7',,,,
b'@frnzrferriols angayan kayka support ko nimo ana haha \xf0\x9f\x98\x8d\xf0\x9f\x98\x82',,,,
b'@Elli987954 Makabuaaaaang HAHAHAHAHAHA',,,,
b'@Hulyasdfghjkl Done hehehe',,,,
"b""Thank god there's Facebook #GameOfThrones""",,,,
b'@JpvanneHablan USEP',,,,
"b""i'm (not) happy // \xf0\x9f\x93\xb7: @miguel_mrtnzzz https://t.co/IYYFQ1SBlk""",,,,
b'@beny_lombok Eh @Princess_Meutia lu mau di traktir nih sm babang Beny \n#NyoblosDuluLiburanKemudian',,,,
b'Omooo 2 ra correction ni maam didit sakong chapter 4 \xf0\x9f\x98\xad\xf0\x9f\x98\x87 Lord please maka pa sched na unta ko hohohoho',,,,
"b""Basta't may alak, may pusong wasak! \xf0\x9f\x8d\xbb""",,,,
b'@_felixv23 kadirion ampppppp huhu',tl,-1,,
b'Me:\nDati pinaka masipag mag training kahit weekends nag ttraining hahaa hw bwt now?',tl,0,,
b'want pizzaaaaaa!!!',tl,0,,
b'grabe mula umaga till now sige pokpok sa kabilang bahay. puta nakakasira ng tulog',tl,-1,,
b'Basta ba may appeal mas lamang?',tlen,0,,
b'@almiralaydia Inaasahan kona yun. Alam ko naman na kahit di nyo kasama saan man kayo magpunta makikita at makikita nyo ako \xf0\x9f\x98\x8c',tl,0,,
b'Isaiah 26:3 https://t.co/IccPicnbTK',en,0,,
b'must watch \xf0\x9f\xa4\x99\xf0\x9f\x8f\xbb',en,1,,
b'kausapin niyo na lang ako kapag may kailangan kayo or miss niyo ako :&gt;',tlen,0,,
b'Nakasched na kami yeheyyy \xf0\x9f\x8e\xa5 \xf0\x9f\x8d\xbf',tl,1,,
b'\xf0\x9f\x99\x8b\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\xa4\xa3',other,0,,
b'@zairaestidola1 tanginang almo yan e di ko pa rin nakakalimutan uurat nanaman ako haaays',tl,-1,,
b'@baiameratalusan @alliejhamokalid pano nagkasyaaa wtf haha',tl,0,,
b'Okay lang hapit naman election',tlen,0,,
b'Pahingi nga pong pag kakaabalahan \xf0\x9f\x99\x81',tl,0,,
b'Clear skin \xf0\x9f\x92\x97 #NewProfilePic https://t.co/IqSsuL3oLS',en,0,,
b'@kathdccc sya yon. sya lang.',tl,0,,
b'@binibiniblack hmmmmmm',en,0,,
b'@kimcalantog Sabi ko sayo tigilan mo na yan haha',tl,0,,
b'PUTTING THE RIGHT PUNCTUATIONS IS SO DAMN IMPORTANT!!',en,0,,
b'Absent today pero naay gig unya until wed. Orayt ka kwarta gihapon! Hahahahaha \xf0\x9f\x92\xb8\xf0\x9f\x92\xb8',other,0,,
"b'relax, you will be okay : ))))))'",en,1,,
b'Off to bago hahaha see you mga cutieeee kong pinsan',tlen,1,,
"b'Hi everyone? Maybe follow me in instagram? Also, I posted a new photo there \xf0\x9f\x98\x8a thanks. https://t.co/h5zMqLmGd0'",en,0,,
b'parang first time ko tumawag ng ganon sakanya wow hahahahahahha',tlen,1,,
b'Can do both haha lel https://t.co/W3k2WL3bLf',en,0,,
b'https://t.co/uTLwqgRNGv',other,0,,
b'tamang wave lang',tlen,0,,
b'@HATEDOG3 TANGINA KA HAHAHAHA!!',tl,1,,
b'sarap sarap nyan sa cheeseburger \xf0\x9f\xa4\xa4\xe2\x9d\xa4\xef\xb8\x8f',tlen,1,,
b'Inittt',tl,0,,
"b'@abxrt @rantsras Pakyu both, honest lang'",tlen,-1,,
b'@atorente Hahaha sa Tuesday sa inyo ako. Hindi na ako nakatakas sa kabila eh. \xe2\x9c\x8c\xf0\x9f\x8f\xbb',tlen,0,,
b'Haaay kainit ba',tl,-1,,
b'@jhoanaprimavera Ito yan yun!! Thank youuu\xf0\x9f\x98\x98\xf0\x9f\x98\x98',tlen,1,,
b'malamig d2 pampanga',tl,0,,
b'Wala kaming PAKE if di ka pa nakapanood ng GAME OF THRONES kahit isang episode. Ok? #WhoCares',tlen,-1,,
"b'""Nbi ka ba?"" - @rglafue, 2019\n\nHehehehe delikado talaga ako pag walang magawa eh. \xf0\x9f\x98\x82\xf0\x9f\x99\x88 I love youuuuuu sorry \xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98'",tl,0,,
b'grabe kastress \xe2\x80\x98tong mga printers na to. ayaw gumana huyyyyy',tlen,-1,,
b'Ayaw ko na talaga!',tl,-1,,
b'@karladriyan @robcmontajesjr HAHAHAHAHA nakita rman gd nko gabii \xe2\x98\xb9\xef\xb8\x8f',tl,0,,
b'tangina kailan kaya ako mapipirmes sa bahay \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',tl,0,,
b'see sm megamall',eng,0,,
b'be happy juseyo.',tlen,1,,
b'mapapaiyak kanalang \xf0\x9f\x98\x9e',tl,-1,,
b'everyday assignment\xf0\x9f\x98\x91',en,0,,
b'Nalinis ko na din yung aquarium ko. I feel bad for my fishies huhu. Almost 2 months ko sila di nalagaan. \xf0\x9f\x98\xa2',tlen,0,,
b'@Makatang_Panda ayy woow bute nmn i-aavail ko po yan paps ^^',tl,0,,
b'Bali May 2 mag flight na ako charenggg',tlen,1,,
"b'Dabest talaga Kuya kong panganay e, nagtatanong kapag paubos na aking pera. \xe2\x99\xa5\xef\xb8\x8f'",tl,0,,
b'from mangaligo to magpalit nalag milkbar \xf0\x9f\xa4\xa3 hi dominicccccv',tlen,0,,
b'jed: the best afritada in town\nangie: puchero to jed puchero ang paborito mong ulam\n\nHAHAHAHAHHAA still my fave part \xf0\x9f\xa4\xa3',tlen,1,,
b'Sabi ko gusto ko tattoo tas tinanong ko kung magagalit sya sabi nya saka na daw kasi gusto nya sabay kamiiii!!! Excited na kooo \xf0\x9f\x98\x9a',tlen,1,,
b'Watch mahb\xc3\xa6 beautiful people.',en,1,,
b'Pirte kainit ba. amo gid ni hindi ko gusto mag gawas gawas ba. \xf0\x9f\x98\xa3\xf0\x9f\x98\xa3\xf0\x9f\x98\xa3',other,0,,
b'Ilysm \xe2\x98\xb9\xef\xb8\x8f\xf0\x9f\x92\x93',en,1,,
b'HAHAHAHA',en,0,,
"b'gusto ko happy ka even though di ko pa kayang ibigay lahat ng gusto mo, and I promise you na hindi ka mawawalan kapg nagkaroon ako. my man deserves to be spoiled \xf0\x9f\x98\x9a'",tlen,0,,
b'Bwisit pldt',tl,-1,,
b'Hay naku! \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',tl,-1,,
b'Tf i cant even walk too much damn',en,-1,,
b'@glnmcpgl @__margauxf KANINA PA TANG PAG NILAY NILAY HAHAHAHAHAHA',tl,0,,
b'@anjlc_ tulog ka lokooo hahahahaha',tl,0,,
b'suportahan ako ni mama sa pagpaputol ng hair waw',tlen,1,,
b'@jazelgspr Apple cider para sa pasmado',tl,0,,
b'\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb https://t.co/wPa3Fwldav',other,0,,
b'Please lang!',tlen,0,,
b'Ang lakas ng tama nyo alam nyong super init di makatulog si Eros at Athena ng walang aircon pinairal nyo kashitan nyo tinanggal nyo yung saksakan ng aircon HAHAHAHAHA konti pa talaga mga bwisit',tlen,0,,
b'@nic_cool Thanks woy!',en,1,,
b'Sarap matulog. Huwag muna sanang umiinit pls',tl,0,,
"b'South, street, strong #MaineEBLentenBUKAS'",en,0,,
b'see u sm megamall',en,0,,
b'Hahahaha',en,0,,
b'unsa pa hastang daghana karun',other,0,,
b'@buenodeanne But don\xe2\x80\x99t settle for that',en,0,,
b'2 Hari lagi #NyoblosDuluLiburanKemudian',other,0,,
b'sinong fren? hahaha thank you',en,0,,
b'MIMAROPA no more \xf0\x9f\x92\x94',en,0,,
b'Episode 40\xf0\x9f\x91\x8c',en,0,,
"b'Thanks to my photographer \xf0\x9f\x98\x8d\xf0\x9f\x92\x8b reginvillanueva @ Nasuli Spring Resort, Malaybalay City https://t.co/PgO7opeZjy'",en,0,,
b'sa mundong ito ikaw lamang ang tanging napupusuan ko~',tl,0,,
"b""@R15FIGHTER Haha. You can't.""",en,0,,
b'@xivkd luv u \xf0\x9f\x92\x93 date tayo',tlen,1,,
b'Ang pambansang T shirt ng mga bagito na nanapos ng usapan...in 3/4ths! \xf0\x9f\xa4\x98\xf0\x9f\x8f\xbb Ilan sa inyo nawalan na ng gana sa iba dahil sa Uniqlo U? \xf0\x9f\x98\x85 @ Project2 https://t.co/lHSwGihlSv',tlen,0,,
b'@elijugh @LiamPayne @coachella Soooon coachella attack\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',en,0,,
b'grrrr lisa\xf0\x9f\x92\x96',en,0,,
"b'Can\xe2\x80\x99t wait to go home for #GameOfThrones , ultimately...and #KadenangGinto on the side. HAHA'",en,0,,
b'WALA EH',tl,0,,
b'Will it make me humble?\nWill it bring me closer to Jesus?\nWill it lead others to Jesus? (or to myself?)\n\nAlways. \xe2\x9d\xa4\xef\xb8\x8f',en,0,,
b'Okay\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',en,0,,
b'ang daming outfitang gelo mata ah HAHAHHAHAHAHAGA',tl,0,,
b'Once in a life time experience\xf0\x9f\x98\x8d @ Oslob Cebu Whale Shark Watching https://t.co/67vqLlu9uO',en,1,,
b'Acacia',en,0,,
b'@nglshady @hasolanceee @gabriel031699 @insikit_',tl,0,,
b'Mayrapud kung wala kay gipamaolan pako\xf0\x9f\x98\xb4',other,0,,
b'Spoil nyo na ako sa GoT. Wag lang sa kadenang Ginto pls.',tl,0,,
b'Otw to school',en,0,,
b'@trxangeles @HRhorribles @iene2x @kkeen_neetthh @trxangeles Atty. Mac contributed to the refinement of R.A. 9189 Atty. Trixie. I read the whole SC decision and all except one of what he petitioned were integrated in the final version.',en,0,,
b'Lahi ra jud diri s tindahan uy!!!',other,0,,
b'KHAL DROGO \xf0\x9f\x98\xa9\xf0\x9f\x98\xa9\xf0\x9f\x98\xa9',other,0,,
b'Kayata aning jaime oi ngano lyk dat ka atayyy!!!',other,0,,
b'Unang laban plan b agad tinapat HAHAHAHA',tlen,0,,
b'Damn lgbt peeps be out here showing of their super gwapo jowa and I\xe2\x80\x99d be watchin them pics like btch where can i get one?',tlen,0,,
"b'The end of an era, and the start of a new one. Two weeks ago, I stepped down as President of @shopinas.\n\xe2\xa0\x80\xe2\xa0\x80\xe2\xa0\x80\xe2\xa0\x80\xe2\xa0\x80\xe2\xa0\x80\xe2\xa0\x80\xe2\xa0\x80\xe2\xa0\x80\nI want to thank everyone who believed in me and my idea of empowering\xe2\x80\xa6 https://t.co/qLOI1dKwOA'",en,0,,
b'Hustle &amp; Motivate \xe2\x80\xbc\xef\xb8\x8f',en,0,,
b'Sayo jud ko makauli ron',other,0,,
b'Always akodn mibabagak sa walay.',tl,0,,
b'naman may nag-abot pa rin ng grad gift :&gt;&gt;&gt;',tl,0,,
b'@dianecapule Ganda ng S08E01 sis. Alam mo ba bigla na lang',tl,0,,
b'I want summer or part time job.',en,0,,
b'@jnnpatricia HAHAHAHAHAHAHAHAHHAHAHAHAHAHAHHAAHHAHAHAHAJSJSJAJAJAJJABSJSKSK',en,0,,
"b'if someone won\xe2\x80\x99t, your going to relay the wrong information. tsk'",en,-1,,
b'@cyraaajmnz Hehhehehehe',en,0,,
b'@moiralegaspi Hahaha!kulang ka s baliw na kasama\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',tl,0,,
b'Beach day \xe2\x98\x80\xef\xb8\x8f\xf0\x9f\x8c\x8a',en,0,,
b'KINGINA NAGULAT AKO HAHAHAHAHAHAHAHAHAHA POTA KA GoT!!',tl,0,,
b'((:',en,0,,
b'HOY ANO YUNG PINYA PINYA DITO SA TWITTER??!?!?!?!?!?!?!?!?!',tlen,0,,
b'Because people will keep hurting you and saying you are the one who hurt them.',eng,0,,
b'Mukhang daga\xf0\x9f\x98\x82\xf0\x9f\x92\x96 https://t.co/ojAox2AN3D',tl,0,,
b'p i n s a n \xf0\x9f\x92\x95 @astridnclndrn https://t.co/ZuZClPY1QV',tl,0,,
b'@lustroushaaang no probz',en,0,,
b'both my fandom',en,0,,
b'Kanina pa di makapagregister problema ba ng *121# \xf0\x9f\x98\x91\xf0\x9f\x98\x91\xf0\x9f\x98\x91\xf0\x9f\x98\x91',tl,0,,
"b'Three dragons, three Targaryens. Kang Tyrion diay tana tung nahimong White Flyer.'",tlen,0,,
b'Busy na busy siya ah',tlen,0,,
b'puyat again!! #TWBALouDre',tlen,0,,
b'hi wanna one i miss you',en,1,,
b'Mom: Kung walang pasok si Jus kasama kayo sa Police Station. Ano bang mapapala niyo sa karera na yan? \n\nHAHAHAHAHAHAHA yun nga ang enjoy eh manakbo at magtago sa lespu',tlen,0,,
b'You\xe2\x80\x99re the only one I want',en,1,,
b'Huybgrabe ka namandjhsv',tl,0,,
b'@JaredPionilla t4R@Y naMan PoH paLa....',tl,0,,
b'Spending 2days and 1 night with his family and him is the one of the best thing I ever had.\xf0\x9f\x92\x95 https://t.co/EkBLeVsZTm',en,1,,
b'@bkcual diko isog huhuhu',other,0,,
b'mga 3am na nga e \xf0\x9f\xa4\xaa',tl,0,,
"b""intro palang bes no to skip hahahah pinaka tibay na fandom ta GOTFANS we've been waiting this for a long time yawa hahahaha #GameOfThrones""",tlen,0,,
b'@jazelgspr Kakain ako dyan wait me ha',tlen,0,,
b'Panubu\xe2\x80\x99on ta ang pride.... ariel kg tide \xf0\x9f\x98\x89',tl,0,,
b'Jgh',en,0,,
b'@ehrectT Ataya ato oy \xf0\x9f\x98\x82\xf0\x9f\x98\x82',other,0,,
b'@jhoanaprimavera Ito na yun hehe love you!!! \xf0\x9f\x98\x98',tlen,0,,
b'both of my grandparents to my mama and papa AHAHAHHAHA',en,0,,
b'yung kanta shet nakaka hype \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbb',tlen,-1,,
b'Asta subong subong gyapon',other,0,,
b'@FACTescence hi tnx follow you back',en,0,,
b'nakakaburyo na \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',tl,0,,
"b'04/13/19 Salamat sa libre, mga parekoy NYAHAHAHAHA https://t.co/XDYjcQkoVh'",tl,0,,
b'Kids pls no',en,0,,
b'@ellaagir_ @bkcual weak pas tanang shit',tlen,0,,
b'@2timertacobell Hmp sapak',tl,0,,
b'2016 vs 2019 https://t.co/4fgpeZFUxm',en,0,,
b'Humanda kayo hahahaha may mood na ako magshare ng mga memes\xf0\x9f\x98\x85',tlen,0,,
b'The pineapple video is really disgusting yuck\xf0\x9f\x98\x9e',en,0,,
b'Pho: Spicy seafood...\n\n#Pho\n#Foodie #ComfortFood #powerplant #patpho #vuetnameseFood #MakatiCity #foodporn #Goodfood #Food #Eat #mouthgasm #foodphotography #foodtravel #Yummy #Philippines #Wanderlust #TravelFoodie\xe2\x80\xa6 https://t.co/7E2kPeoHgw',en,0,,
b'First ko sumakay ng barko\xf0\x9f\x92\x99',tlen,0,,
b'haha wtff wholleee pineapple.jd? ahhahahhahaa',en,0,,
b'Sa Guam to so si CHANYUR TO? Gagaha',other,0,,
b'@khaaalil_ Ang gwapo! Hahahhahaha',tl,1,,
"b'"" yesterday is a history, tomorrow is a mystery. But today is a gift. That is why it is called a present. ""\n#ProudSilaynon https://t.co/CmdW0g8ovQ'",en,1,,
"b'This is the worst thing that happened today! Someone got an access to my @Spotify account, changed my email address, and messed with my account. This is so damn craaaaazy!!! https://t.co/Ep1sZty7ly'",en,-1,,
b'Sisz @mckccccc \xf0\x9f\x92\x81\xf0\x9f\x92\x99 https://t.co/JY0jCCwcDC',en,0,,
b'hanapin ko muna yung nawawalng dignidad ko \xf0\x9f\x99\x83',tl,-1,,
b'Bora trip on the brink of drawing... \xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\x98\x95\xf0\x9f\xa4\xa3 @ronynyn @khaihonti',tlen,0,,
b'@insanelysanesel Ganda naman',tl,1,,
